hetionet_gene_id	hetionet_gene_symbol	entrez_id	ensembl_id	gene_symbol
Gene::63973	NEUROG2	63973	ENSG00000178403	NEUROG2
Gene::100653515	CEP295NL	100653515	ENSG00000178404	CEP295NL
Gene::57673	BEND3	57673	ENSG00000178409	BEND3
Gene::221294	NT5DC1	221294	ENSG00000178425	NT5DC1
Gene::2731	GLDC	2731	ENSG00000178445	GLDC
Gene::84987	COX14	84987	ENSG00000178449	COX14
Gene::157777	MCMDC2	157777	ENSG00000178460	MCMDC2
Gene::79861	TUBAL3	79861	ENSG00000178462	TUBAL3
Gene::54681	P4HTM	54681	ENSG00000178467	P4HTM
Gene::114131	UCN3	114131	ENSG00000178473	UCN3
Gene::196403	DTX3	196403	ENSG00000178498	DTX3
Gene::55175	KLHL11	55175	ENSG00000178502	KLHL11
Gene::258	AMBN	258	ENSG00000178522	AMBN
Gene::404217	CTXN1	404217	ENSG00000178531	CTXN1
Gene::788	SLC25A20	788	ENSG00000178537	SLC25A20
Gene::767	CA8	767	ENSG00000178538	CA8
Gene::940	CD28	940	ENSG00000178562	CD28
Gene::9852	EPM2AIP1	9852	ENSG00000178567	EPM2AIP1
Gene::2066	ERBB4	2066	ENSG00000178568	ERBB4
Gene::4094	MAF	4094	ENSG00000178573	MAF
Gene::56998	CTNNBIP1	56998	ENSG00000178585	CTNNBIP1
Gene::150681	OR6B3	150681	ENSG00000178586	OR6B3
Gene::245938	DEFB125	245938	ENSG00000178591	DEFB125
Gene::768239	PSAPL1	768239	ENSG00000178597	PSAPL1
Gene::150677	OTOS	150677	ENSG00000178602	OTOS
Gene::8225	GTPBP6	8225	ENSG00000178605	GTPBP6
Gene::2081	ERN1	2081	ENSG00000178607	ERN1
Gene::2859	GPR35	2859	ENSG00000178623	GPR35
Gene::282966	C10orf53	282966	ENSG00000178645	C10orf53
Gene::80034	CSRNP3	80034	ENSG00000178662	CSRNP3
Gene::349075	ZNF713	349075	ENSG00000178665	ZNF713
Gene::84875	PARP10	84875	ENSG00000178685	PARP10
Gene::284254	DYNAP	284254	ENSG00000178690	DYNAP
Gene::23512	SUZ12	23512	ENSG00000178691	SUZ12
Gene::63899	NSUN3	63899	ENSG00000178694	NSUN3
Gene::115207	KCTD12	115207	ENSG00000178695	KCTD12
Gene::200895	DHFRL1	200895	ENSG00000178700	DHFR2
Gene::54913	RPP25	54913	ENSG00000178718	RPP25
Gene::2907	GRINA	2907	ENSG00000178719	GRINA
Gene::285668	C5orf64	285668	ENSG00000178722	LINC03122
Gene::7056	THBD	7056	ENSG00000178726	THBD
Gene::2814	GP5	2814	ENSG00000178732	GP5
Gene::729420	LMO7DN	729420	ENSG00000178734	LMO7DN
Gene::9377	COX5A	9377	ENSG00000178741	COX5A
Gene::415117	STX19	415117	ENSG00000178750	STX19
Gene::151176	FAM132B	151176	ENSG00000178752	ERFE
Gene::57184	FAM219B	57184	ENSG00000178761	FAM219B
Gene::22882	ZHX2	22882	ENSG00000178764	ZHX2
Gene::1370	CPN2	1370	ENSG00000178772	CPN2
Gene::27132	CPNE7	27132	ENSG00000178773	CPNE7
Gene::389336	C5orf46	389336	ENSG00000178776	C5orf46
Gene::124599	CD300LB	124599	ENSG00000178789	CD300LB
Gene::220032	GDPD4	220032	ENSG00000178795	GDPD4
Gene::284485	RIIAD1	284485	ENSG00000178796	RIIAD1
Gene::4351	MPI	4351	ENSG00000178802	MPI
Gene::132243	H1FOO	132243	ENSG00000178804	H1-8
Gene::375593	TRIM73	375593	ENSG00000178809	TRIM73
Gene::26873	OPLAH	26873	ENSG00000178814	OPLAH
Gene::339456	TMEM52	339456	ENSG00000178821	TMEM52
Gene::135932	TMEM139	135932	ENSG00000178826	TMEM139
Gene::54546	RNF186	54546	ENSG00000178828	RNF186
Gene::124989	EFCAB13	124989	ENSG00000178852	EFCAB13
Gene::9242	MSC	9242	ENSG00000178860	MSC
Gene::81575	APOLD1	81575	ENSG00000178878	APOLD1
Gene::144347	FAM101A	144347	ENSG00000178882	RFLNA
Gene::54512	EXOSC4	54512	ENSG00000178896	EXOSC4
Gene::147991	DPY19L3	147991	ENSG00000178904	DPY19L3
Gene::6879	TAF7	6879	ENSG00000178913	TAF7
Gene::285346	ZNF852	285346	ENSG00000178917	ZNF852
Gene::2304	FOXE1	2304	ENSG00000178919	FOXE1
Gene::5198	PFAS	5198	ENSG00000178921	PFAS
Gene::81888	HYI	81888	ENSG00000178922	HYI
Gene::79415	C17orf62	79415	ENSG00000178927	CYBC1
Gene::284355	TPRX1	284355	ENSG00000178928	TPRX1
Gene::653499	LGALS7B	653499	ENSG00000178934	LGALS7B
Gene::79818	ZNF552	79818	ENSG00000178935	ZNF552
Gene::2580	GAK	2580	ENSG00000178950	GAK
Gene::51341	ZBTB7A	51341	ENSG00000178951	ZBTB7A
Gene::7284	TUFM	7284	ENSG00000178952	TUFM
Gene::127254	ERICH3	127254	ENSG00000178965	ERICH3
Gene::80010	RMI1	80010	ENSG00000178966	RMI1
Gene::80169	CTC1	80169	ENSG00000178971	CTC1
Gene::55030	FBXO34	55030	ENSG00000178974	FBXO34
Gene::6415	SEPW1	6415	ENSG00000178980	SELENOW
Gene::27335	EIF3K	27335	ENSG00000178982	EIF3K
Gene::114932	MRFAP1L1	114932	ENSG00000178988	MRFAP1L1
Gene::112574	SNX18	112574	ENSG00000178996	SNX18
Gene::161829	EXD1	161829	ENSG00000178997	EXD1
Gene::9212	AURKB	9212	ENSG00000178999	AURKB
Gene::80834	TAS1R2	80834	ENSG00000179002	TAS1R2
Gene::317761	C14orf39	317761	ENSG00000179008	C14orf39
Gene::93621	MRFAP1	93621	ENSG00000179010	MRFAP1
Gene::285237	C3orf38	285237	ENSG00000179021	C3orf38
Gene::127707	KLHDC7A	127707	ENSG00000179023	KLHDC7A
Gene::84314	TMEM107	84314	ENSG00000179029	TMEM107
Gene::23212	RRS1	23212	ENSG00000179041	RRS1
Gene::283849	EXOC3L1	283849	ENSG00000179044	EXOC3L1
Gene::205860	TRIML2	205860	ENSG00000179046	TRIML2
Gene::55920	RCC2	55920	ENSG00000179051	RCC2
Gene::286365	OR13D1	286365	ENSG00000179055	OR13D1
Gene::283284	IGSF22	283284	ENSG00000179057	IGSF22
Gene::375759	C9orf50	375759	ENSG00000179058	C9orf50
Gene::132625	ZFP42	132625	ENSG00000179059	ZFP42
Gene::220388	CCDC89	220388	ENSG00000179071	CCDC89
Gene::414318	C9orf106	414318	ENSG00000179082	LINC02913
Gene::286499	FAM133A	286499	ENSG00000179083	FAM133A
Gene::54344	DPM3	54344	ENSG00000179085	DPM3
Gene::374470	C12orf42	374470	ENSG00000179088	C12orf42
Gene::1537	CYC1	1537	ENSG00000179091	CYC1
Gene::5187	PER1	5187	ENSG00000179094	PER1
Gene::3355	HTR1F	3355	ENSG00000179097	HTR1F
Gene::160335	TMTC2	160335	ENSG00000179104	TMTC2
Gene::84667	HES7	84667	ENSG00000179111	HES7
Gene::2193	FARSA	2193	ENSG00000179115	FARSA
Gene::144108	SPTY2D1	144108	ENSG00000179119	SPTY2D1
Gene::256815	C10orf67	256815	ENSG00000179133	C10orf67
Gene::55095	SAMD4B	55095	ENSG00000179134	SAMD4B
Gene::1585	CYP11B2	1585	ENSG00000179142	CYP11B2
Gene::168537	GIMAP7	168537	ENSG00000179144	GIMAP7
Gene::59344	ALOXE3	59344	ENSG00000179148	ALOXE3
Gene::80153	EDC3	80153	ENSG00000179151	EDC3
Gene::285343	TCAIM	285343	ENSG00000179152	TCAIM
Gene::2517	FUCA1	2517	ENSG00000179163	FUCA1
Gene::222659	PXT1	222659	ENSG00000179165	PXT1
Gene::199720	GGN	199720	ENSG00000179168	GGN
Gene::343069	HNRNPCL1	343069	ENSG00000179172	HNRNPCL1
Gene::128218	TMEM125	128218	ENSG00000179178	TMEM125
Gene::144348	ZNF664	144348	ENSG00000179195	ZNF664
Gene::284369	SIGLECL1	284369	ENSG00000179213	SIGLECL1
Gene::811	CALR	811	ENSG00000179218	CALR
Gene::9500	MAGED1	9500	ENSG00000179222	MAGED1
Gene::100506127	LOC100506127	100506127	ENSG00000179240	GVQW3
Gene::143458	LDLRAD3	143458	ENSG00000179241	LDLRAD3
Gene::1002	CDH4	1002	ENSG00000179242	CDH4
Gene::440087	SMCO3	440087	ENSG00000179256	SMCO3
Gene::5886	RAD23A	5886	ENSG00000179262	RAD23A
Gene::388939	C2orf71	388939	ENSG00000179270	PCARE
Gene::90480	GADD45GIP1	90480	ENSG00000179271	GADD45GIP1
Gene::199699	DAND5	199699	ENSG00000179284	DAND5
Gene::256472	TMEM151A	256472	ENSG00000179292	TMEM151A
Gene::5781	PTPN11	5781	ENSG00000179295	PTPN11
Gene::79730	NSUN7	79730	ENSG00000179299	NSUN7
Gene::203430	ZCCHC5	203430	ENSG00000179300	RTL3
Gene::727866	FAM156B	727866	ENSG00000179304	FAM156B
Gene::23302	WSCD1	23302	ENSG00000179314	WSCD1
Gene::54734	RAB39A	54734	ENSG00000179331	RAB39A
Gene::1198	CLK3	1198	ENSG00000179335	CLK3
Gene::3119	HLA-DQB1	3119	ENSG00000179344	HLA-DQB1
Gene::2624	GATA2	2624	ENSG00000179348	GATA2
Gene::10620	ARID3B	10620	ENSG00000179361	ARID3B
Gene::203562	TMEM31	203562	ENSG00000179363	TMEM31
Gene::23241	PACS2	23241	ENSG00000179364	PACS2
Gene::255520	ELMOD2	255520	ENSG00000179387	ELMOD2
Gene::1960	EGR3	1960	ENSG00000179388	EGR3
Gene::257044	C1orf101	257044	ENSG00000179397	CATSPERE
Gene::2262	GPC5	2262	ENSG00000179399	GPC5
Gene::64856	VWA1	64856	ENSG00000179403	VWA1
Gene::165721	DNAJB8	165721	ENSG00000179407	DNAJB8
Gene::50628	GEMIN4	50628	ENSG00000179409	GEMIN4
Gene::101060301	HNRNPCL4	101060301	ENSG00000179412	HNRNPCL4
Gene::24147	FJX1	24147	ENSG00000179431	FJX1
Gene::54813	KLHL28	54813	ENSG00000179454	KLHL28
Gene::7681	MKRN3	7681	ENSG00000179455	MKRN3
Gene::10472	ZBTB18	10472	ENSG00000179456	ZBTB18
Gene::135924	OR9A2	135924	ENSG00000179468	OR9A2
Gene::122525	C14orf28	122525	ENSG00000179476	DORIP1
Gene::242	ALOX12B	242	ENSG00000179477	ALOX12B
Gene::246213	SLC17A8	246213	ENSG00000179520	SLC17A8
Gene::81858	SHARPIN	81858	ENSG00000179526	SHARPIN
Gene::85474	LBX2	85474	ENSG00000179528	LBX2
Gene::144132	DNHD1	144132	ENSG00000179532	DNHD1
Gene::139065	SLITRK4	139065	ENSG00000179542	SLITRK4
Gene::3352	HTR1D	3352	ENSG00000179546	HTR1D
Gene::79571	GCC1	79571	ENSG00000179562	GCC1
Gene::132228	LSMEM2	132228	ENSG00000179564	LSMEM2
Gene::146310	RNF151	146310	ENSG00000179580	RNF151
Gene::4261	CIITA	4261	ENSG00000179583	CIITA
Gene::161882	ZFPM1	161882	ENSG00000179588	ZFPM1
Gene::247	ALOX15B	247	ENSG00000179593	ALOX15B
Gene::201164	PLD6	201164	ENSG00000179598	PLD6
Gene::122876	GPHB5	122876	ENSG00000179600	GPHB5
Gene::2918	GRM8	2918	ENSG00000179603	GRM8
Gene::23580	CDC42EP4	23580	ENSG00000179604	CDC42EP4
Gene::121129	OR2AP1	121129	ENSG00000179615	OR2AP1
Gene::341418	OR6C4	341418	ENSG00000179626	OR6C4
Gene::100128927	ZBTB42	100128927	ENSG00000179627	ZBTB42
Gene::144811	LACC1	144811	ENSG00000179630	LACC1
Gene::84232	MAF1	84232	ENSG00000179632	MAF1
Gene::122664	TPPP2	122664	ENSG00000179636	TPPP2
Gene::2205	FCER1A	2205	ENSG00000179639	FCER1A
Gene::388394	RPRML	388394	ENSG00000179673	RPRML
Gene::80117	ARL14	80117	ENSG00000179674	ARL14
Gene::341416	OR6C2	341416	ENSG00000179695	OR6C2
Gene::126205	NLRP8	126205	ENSG00000179709	NLRP8
Gene::91523	PCED1B	91523	ENSG00000179715	PCED1B
Gene::9582	APOBEC3B	9582	ENSG00000179750	APOBEC3B
Gene::342898	SYCN	342898	ENSG00000179751	SYCN
Gene::51268	PIPOX	51268	ENSG00000179761	PIPOX
Gene::2307	FOXS1	2307	ENSG00000179772	FOXS1
Gene::220202	ATOH7	220202	ENSG00000179774	ATOH7
Gene::1003	CDH5	1003	ENSG00000179776	CDH5
Gene::116135	LRRC3B	116135	ENSG00000179796	LRRC3B
Gene::144809	FAM216B	144809	ENSG00000179813	FAM216B
Gene::117196	MRGPRX4	117196	ENSG00000179817	MRGPRX4
Gene::91663	MYADM	91663	ENSG00000179820	MYADM
Gene::117195	MRGPRX3	117195	ENSG00000179826	MRGPRX3
Gene::727957	MROH1	727957	ENSG00000179832	MROH1
Gene::9792	SERTAD2	9792	ENSG00000179833	SERTAD2
Gene::9495	AKAP5	9495	ENSG00000179841	AKAP5
Gene::284353	NKPD1	284353	ENSG00000179846	NKPD1
Gene::126326	GIPC3	126326	ENSG00000179855	GIPC3
Gene::163732	CITED4	163732	ENSG00000179862	CITED4
Gene::154664	ABCA13	154664	ENSG00000179869	ABCA13
Gene::204801	NLRP11	204801	ENSG00000179873	NLRP11
Gene::84948	TIGD5	84948	ENSG00000179886	TIGD5
Gene::23042	PDXDC1	23042	ENSG00000179889	PDXDC1
Gene::127003	C1orf194	127003	ENSG00000179902	CFAP276
Gene::7710	ZNF154	7710	ENSG00000179909	ZNF154
Gene::22864	R3HDM2	22864	ENSG00000179912	R3HDM2
Gene::10331	B3GNT3	10331	ENSG00000179913	B3GNT3
Gene::55600	ITLN1	55600	ENSG00000179914	ITLN1
Gene::9378	NRXN1	9378	ENSG00000179915	NRXN1
Gene::22928	SEPHS2	22928	ENSG00000179918	SEPHS2
Gene::121364	OR10A7	121364	ENSG00000179919	OR10A7
Gene::151306	GPBAR1	151306	ENSG00000179921	GPBAR1
Gene::147808	ZNF784	147808	ENSG00000179922	ZNF784
Gene::127665	ZNF648	127665	ENSG00000179930	ZNF648
Gene::55017	C14orf119	55017	ENSG00000179933	C14orf119
Gene::1237	CCR8	1237	ENSG00000179934	CCR8
Gene::653073	GOLGA8J	653073	ENSG00000179938	GOLGA8J
Gene::79738	BBS10	79738	ENSG00000179941	BBS10
Gene::84922	FIZ1	84922	ENSG00000179943	FIZ1
Gene::22827	PUF60	22827	ENSG00000179950	PUF60
Gene::284297	SSC5D	284297	ENSG00000179954	SSC5D
Gene::79077	DCTPP1	79077	ENSG00000179958	DCTPP1
Gene::51333	ZNF771	51333	ENSG00000179965	ZNF771
Gene::10194	TSHZ1	10194	ENSG00000179981	TSHZ1
Gene::118672	PSTK	118672	ENSG00000179988	PSTK
Gene::122809	SOCS4	122809	ENSG00000180008	SOCS4
Gene::284273	ZADH2	284273	ENSG00000180011	PTGR3
Gene::8387	OR1E1	8387	ENSG00000180016	OR1E1
Gene::197407	ZNF48	197407	ENSG00000180035	ZNF48
Gene::284418	FAM71E2	284418	ENSG00000180043	GARIN5B
Gene::401097	C3orf80	401097	ENSG00000180044	C3orf80
Gene::137814	NKX2-6	137814	ENSG00000180053	NKX2-6
Gene::284417	TMEM150B	284417	ENSG00000180061	TMEM150B
Gene::170393	C10orf91	170393	ENSG00000180066	LINC02870
Gene::253650	ANKRD18A	253650	ENSG00000180071	ANKRD18A
Gene::259239	WFDC11	259239	ENSG00000180083	WFDC11
Gene::255043	TMEM86B	255043	ENSG00000180089	TMEM86B
Gene::4994	OR3A1	4994	ENSG00000180090	OR3A1
Gene::1731	SEPT1	1731	ENSG00000180096	SEPTIN1
Gene::54952	TRNAU1AP	54952	ENSG00000180098	TRNAU1AP
Gene::11336	EXOC3	11336	ENSG00000180104	EXOC3
Gene::221400	TDRD6	221400	ENSG00000180113	TDRD6
Gene::283461	C12orf40	283461	ENSG00000180116	REDIC1
Gene::122011	CSNK1A1L	122011	ENSG00000180138	CSNK1A1L
Gene::66004	LYNX1	66004	ENSG00000180155	LYNX1
Gene::7054	TH	7054	ENSG00000180176	TH
Gene::9282	MED14	9282	ENSG00000180182	MED14
Gene::81889	FAHD1	81889	ENSG00000180185	FAHD1
Gene::157695	TDRP	157695	ENSG00000180190	TDRP
Gene::1104	RCC1	1104	ENSG00000180198	RCC1
Gene::259240	WFDC9	259240	ENSG00000180205	WFDC9
Gene::29895	MYLPF	29895	ENSG00000180209	MYL11
Gene::2147	F2	2147	ENSG00000180210	F2
Gene::196472	FAM71C	196472	ENSG00000180219	GARIN6
Gene::8575	PRKRA	8575	ENSG00000180228	PRKRA
Gene::223082	ZNRF2	223082	ENSG00000180233	ZNRF2
Gene::10692	RRH	10692	ENSG00000180245	RRH
Gene::389015	SLC9A4	389015	ENSG00000180251	SLC9A4
Gene::125893	ZNF816	125893	ENSG00000180257	ZNF816
Gene::55785	FGD6	55785	ENSG00000180263	FGD6
Gene::347088	ADGRD2	347088	ENSG00000180264	ADGRD2
Gene::124274	GPR139	124274	ENSG00000180269	GPR139
Gene::200150	PLD5	200150	ENSG00000180287	PLD5
Gene::4947	OAZ2	4947	ENSG00000180304	OAZ2
Gene::140832	WFDC10A	140832	ENSG00000180305	WFDC10A
Gene::285848	PNPLA1	285848	ENSG00000180316	PNPLA1
Gene::8092	ALX1	8092	ENSG00000180318	ALX1
Gene::124808	CCDC43	124808	ENSG00000180329	CCDC43
Gene::386618	KCTD4	386618	ENSG00000180332	KCTD4
Gene::284071	C17orf104	284071	ENSG00000180336	MEIOC
Gene::2535	FZD2	2535	ENSG00000180340	FZD2
Gene::166815	TIGD2	166815	ENSG00000180346	TIGD2
Gene::223075	CCDC129	223075	ENSG00000180347	ITPRID1
Gene::3059	HCLS1	3059	ENSG00000180353	HCLS1
Gene::222166	MTURN	222166	ENSG00000180354	MTURN
Gene::23060	ZNF609	23060	ENSG00000180357	ZNF609
Gene::5062	PAK2	5062	ENSG00000180370	PAK2
Gene::285331	CCDC66	285331	ENSG00000180376	CCDC66
Gene::245937	DEFB124	245937	ENSG00000180383	DEFB124
Gene::100505724	KRTAP9-7	100505724	ENSG00000180386	KRTAP9-7
Gene::90411	MCFD2	90411	ENSG00000180398	MCFD2
Gene::283254	HARBI1	283254	ENSG00000180423	HARBI1
Gene::245936	DEFB123	245936	ENSG00000180424	DEFB123
Gene::54494	C11orf71	54494	ENSG00000180425	C11orf71
Gene::1582	CYP8B1	1582	ENSG00000180432	CYP8B1
Gene::128371	OR6K6	128371	ENSG00000180433	OR6K6
Gene::400120	SERTM1	400120	ENSG00000180440	SERTM1
Gene::2619	GAS1	2619	ENSG00000180447	GAS1
Gene::23526	HMHA1	23526	ENSG00000180448	ARHGAP45
Gene::219960	OR10Q1	219960	ENSG00000180475	OR10Q1
Gene::51276	ZNF571	51276	ENSG00000180479	ZNF571
Gene::144321	GLIPR1L2	144321	ENSG00000180481	GLIPR1L2
Gene::245932	DEFB119	245932	ENSG00000180483	DEFB119
Gene::374986	FAM73A	374986	ENSG00000180488	MIGA1
Gene::3753	KCNE1	3753	ENSG00000180509	KCNE1
Gene::8204	NRIP1	8204	ENSG00000180530	NRIP1
Gene::201516	ZSCAN4	201516	ENSG00000180532	ZSCAN4
Gene::168620	BHLHA15	168620	ENSG00000180535	BHLHA15
Gene::221687	RNF182	221687	ENSG00000180537	RNF182
Gene::401563	C9orf139	401563	ENSG00000180539	LINC02908
Gene::85453	TSPYL5	85453	ENSG00000180543	TSPYL5
Gene::2529	FUT7	2529	ENSG00000180549	FUT7
Gene::8334	HIST1H2AC	8334	ENSG00000180573	H2AC6
Gene::387640	SKIDA1	387640	ENSG00000180592	SKIDA1
Gene::8347	HIST1H2BC	8347	ENSG00000180596	H2BC4
Gene::151963	MB21D2	151963	ENSG00000180611	MB21D2
Gene::170825	GSX2	170825	ENSG00000180613	GSX2
Gene::6752	SSTR2	6752	ENSG00000180616	SSTR2
Gene::84622	ZNF594	84622	ENSG00000180626	ZNF594
Gene::84333	PCGF5	84333	ENSG00000180628	PCGF5
Gene::146802	SLC47A2	146802	ENSG00000180638	SLC47A2
Gene::5551	PRF1	5551	ENSG00000180644	PRF1
Gene::79541	OR2A4	79541	ENSG00000180658	OR2A4
Gene::4081	MAB21L1	4081	ENSG00000180660	MAB21L1
Gene::55432	YOD1	55432	ENSG00000180667	YOD1
Gene::169200	TMEM64	169200	ENSG00000180694	TMEM64
Gene::152065	C3orf22	152065	ENSG00000180697	C3orf22
Gene::391107	OR10K2	391107	ENSG00000180708	OR10K2
Gene::1132	CHRM4	1132	ENSG00000180720	CHRM4
Gene::387914	SHISA2	387914	ENSG00000180730	SHISA2
Gene::53637	S1PR5	53637	ENSG00000180739	S1PR5
Gene::119467	CLRN3	119467	ENSG00000180745	CLRN3
Gene::80045	GPR157	80045	ENSG00000180758	GPR157
Gene::166012	CHST13	166012	ENSG00000180767	CHST13
Gene::186	AGTR2	186	ENSG00000180772	AGTR2
Gene::120103	SLC36A4	120103	ENSG00000180773	SLC36A4
Gene::253832	ZDHHC20	253832	ENSG00000180776	ZDHHC20
Gene::374860	ANKRD30B	374860	ENSG00000180777	ANKRD30B
Gene::143503	OR51E1	143503	ENSG00000180785	OR51E1
Gene::124961	ZFP3	124961	ENSG00000180787	ZFP3
Gene::79642	ARSJ	79642	ENSG00000180801	ARSJ
Gene::3225	HOXC9	3225	ENSG00000180806	HOXC9
Gene::389840	MAP3K15	389840	ENSG00000180815	MAP3K15
Gene::5464	PPA1	5464	ENSG00000180817	PPA1
Gene::3226	HOXC10	3226	ENSG00000180818	HOXC10
Gene::389362	PSMG4	389362	ENSG00000180822	PSMG4
Gene::27319	BHLHE22	27319	ENSG00000180828	BHLHE22
Gene::79929	MAP6D1	79929	ENSG00000180834	MAP6D1
Gene::10224	ZNF443	10224	ENSG00000180855	ZNF443
Gene::3579	CXCR2	3579	ENSG00000180871	CXCR2
Gene::245915	DEFB112	245915	ENSG00000180872	DEFB112
Gene::64388	GREM2	64388	ENSG00000180875	GREM2
Gene::160298	C11orf42	160298	ENSG00000180878	C11orf42
Gene::6748	SSR4	6748	ENSG00000180879	SSR4
Gene::84698	CAPS2	84698	ENSG00000180881	CAPS2
Gene::126375	ZNF792	126375	ENSG00000180884	ZNF792
Gene::404093	CUEDC1	404093	ENSG00000180891	CUEDC1
Gene::23513	SCRIB	23513	ENSG00000180900	SCRIB
Gene::23510	KCTD2	23510	ENSG00000180901	KCTD2
Gene::728294	D2HGDH	728294	ENSG00000180902	D2HGDH
Gene::5021	OXTR	5021	ENSG00000180914	OXTR
Gene::55783	CMTR2	55783	ENSG00000180917	CMTR2
Gene::196335	OR56B4	196335	ENSG00000180919	OR56B4
Gene::286077	FAM83H	286077	ENSG00000180921	SACK1H
Gene::118442	GPR62	118442	ENSG00000180929	GPR62
Gene::120796	OR56A1	120796	ENSG00000180934	OR56A1
Gene::137209	ZNF572	137209	ENSG00000180938	ZNF572
Gene::400410	ST20	400410	ENSG00000180953	ST20
Gene::23760	PITPNB	23760	ENSG00000180957	PITPNB
Gene::90843	TCEAL8	90843	ENSG00000180964	TCEAL8
Gene::390081	OR52E4	390081	ENSG00000180974	OR52E4
Gene::255252	LRRC57	255252	ENSG00000180979	LRRC57
Gene::390077	OR52N2	390077	ENSG00000180988	OR52N2
Gene::64928	MRPL14	64928	ENSG00000180992	MRPL14
Gene::283554	GPR137C	283554	ENSG00000180998	GPR137C
Gene::92346	C1orf105	92346	ENSG00000180999	C1orf105
Gene::79473	OR52N1	79473	ENSG00000181001	OR52N1
Gene::166379	BBS12	166379	ENSG00000181004	BBS12
Gene::284406	ZFP82	284406	ENSG00000181007	ZFP82
Gene::390075	OR52N5	390075	ENSG00000181009	OR52N5
Gene::286006	LSMEM1	286006	ENSG00000181016	LSMEM1
Gene::1728	NQO1	1728	ENSG00000181019	NQO1
Gene::387748	OR56B1	387748	ENSG00000181023	OR56B1
Gene::64782	AEN	64782	ENSG00000181026	AEN
Gene::79147	FKRP	79147	ENSG00000181027	FKRP
Gene::126003	TRAPPC5	126003	ENSG00000181029	TRAPPC5
Gene::9501	RPH3AL	9501	ENSG00000181031	RPH3AL
Gene::284439	SLC25A42	284439	ENSG00000181035	SLC25A42
Gene::343413	FCRL6	343413	ENSG00000181036	FCRL6
Gene::124512	METTL23	124512	ENSG00000181038	METTL23
Gene::284129	SLC26A11	284129	ENSG00000181045	SLC26A11
Gene::25994	HIGD1A	25994	ENSG00000181061	HIGD1A
Gene::1129	CHRM2	1129	ENSG00000181072	CHRM2
Gene::390072	OR52N4	390072	ENSG00000181074	OR52N4
Gene::225689	MAPK15	225689	ENSG00000181085	MAPK15
Gene::79813	EHMT1	79813	ENSG00000181090	EHMT1
Gene::9370	ADIPOQ	9370	ENSG00000181092	ADIPOQ
Gene::2149	F2R	2149	ENSG00000181104	F2R
Gene::286075	ZNF707	286075	ENSG00000181135	ZNF707
Gene::94025	MUC16	94025	ENSG00000181143	MUC16
Gene::4869	NPM1	4869	ENSG00000181163	NPM1
Gene::64219	PJA1	64219	ENSG00000181191	PJA1
Gene::55526	DHTKD1	55526	ENSG00000181192	DHTKD1
Gene::5179	PENK	5179	ENSG00000181195	PENK
Gene::26492	OR8G2	26492	ENSG00000181214	OR8G2P
Gene::389197	C4orf50	389197	ENSG00000181215	C4orf50
Gene::92815	HIST3H2A	92815	ENSG00000181218	H2AC25
Gene::155061	ZNF746	155061	ENSG00000181220	ZNF746
Gene::5430	POLR2A	5430	ENSG00000181222	POLR2A
Gene::92293	TMEM132C	92293	ENSG00000181234	TMEM132C
Gene::284427	SLC25A41	284427	ENSG00000181240	SLC25A41
Gene::219902	TMEM136	219902	ENSG00000181264	TLCD5
Gene::390181	OR5AK2	390181	ENSG00000181273	OR5AK2
Gene::23401	FRAT2	23401	ENSG00000181274	FRAT2
Gene::284114	TMEM102	284114	ENSG00000181284	TMEM102
Gene::124842	TMEM132E	124842	ENSG00000181291	TMEM132E
Gene::79692	ZNF322	79692	ENSG00000181315	ZNF322
Gene::347736	NME9	347736	ENSG00000181322	NME9
Gene::374768	SPEM1	374768	ENSG00000181323	SPEM1
Gene::341208	HEPHL1	341208	ENSG00000181333	HEPHL1
Gene::388341	LRRC75A	388341	ENSG00000181350	LRRC75A
Gene::266553	OFCC1	266553	ENSG00000181355	OFCC1
Gene::219484	OR5M8	219484	ENSG00000181371	OR5M8
Gene::6357	CCL13	6357	ENSG00000181374	CCL13
Gene::255101	CCDC108	255101	ENSG00000181378	CFAP65
Gene::91351	DDX60L	91351	ENSG00000181381	DDX60L
Gene::163183	SYNE4	163183	ENSG00000181392	SYNE4
Gene::79701	OGFOD3	79701	ENSG00000181396	OGFOD3
Gene::100287171	WASH1	100287171	ENSG00000181404	WASHC1
Gene::2837	UTS2R	2837	ENSG00000181408	UTS2R
Gene::9625	AATK	9625	ENSG00000181409	LMTK1
Gene::23109	DDN	23109	ENSG00000181418	DDN
Gene::55511	SAGE1	55511	ENSG00000181433	SAGE1
Gene::168544	ZNF467	168544	ENSG00000181444	ZNF467
Gene::6657	SOX2	6657	ENSG00000181449	SOX2
Gene::339500	ZNF678	339500	ENSG00000181450	ZNF678
Gene::55076	TMEM45A	55076	ENSG00000181458	TMEM45A
Gene::5912	RAP2B	5912	ENSG00000181467	RAP2B
Gene::57621	ZBTB2	57621	ENSG00000181472	ZBTB2
Gene::84282	RNF135	84282	ENSG00000181481	RNF135
Gene::219874	OR6T1	219874	ENSG00000181499	OR6T1
Gene::79777	ACBD4	79777	ENSG00000181513	ACBD4
Gene::338662	OR8D4	338662	ENSG00000181518	OR8D4
Gene::6448	SGSH	6448	ENSG00000181523	SGSH
Gene::10586	MAB21L2	10586	ENSG00000181541	MAB21L2
Gene::2187	FANCB	2187	ENSG00000181544	FANCB
